strain	depth_x	Number.of.scaffolds	Total.scaffold.length	Average.scaffold.length	Scaffold.N50	Scaffold.auN	Scaffold.L50	Largest.scaffold	Smallest.scaffold	Number.of.contigs	Total.contig.length	Average.contig.length	Contig.N50	Contig.auN	Contig.L50	Largest.contig	Smallest.contig	Number.of.gaps.in.scaffolds	Total.gap.length.in.scaffolds	Average.gap.length.in.scaffolds	Gap.N50.in.scaffolds	Gap.auN.in.scaffolds	Gap.L50.in.scaffolds	Largest.gap.in.scaffolds	Smallest.gap.in.scaffolds	Base.composition..A.C.G.T.	GC.content..	Number.of.soft.masked.bases	Number.of.segments	Total.segment.length	Average.segment.length	Number.of.gaps	Number.of.paths	Number.of.edges	Average.degree	Number.of.connected.components	Largest.connected.component.length	Number.of.dead.ends	Number.of.disconnected.components	Total.length.disconnected.components	Number.of.separated.components	Number.of.bubbles	Number.of.circular.segments	Number.of.circular.paths	depth	depth_category
24-SA02494-0	200x	3	4959489	1653163	4951675	4943879.61	1	4951675	3315	3	4959489	1653163	4951675	4943879.61	1	4951675	3315	0	0	0	0	0	0	0	0	1191219:1291858:1292728:1183684	52.11	0	3	4959489	1653163	0	3	2	0.67	1	4951675	4	2	7814	3	0	1	1	200	>30
24-SA02494-0	20x	1	4951425	4951425	4951425	4951425	1	4951425	4951425	1	4951425	4951425	4951425	4951425	1	4951425	4951425	0	0	0	0	0	0	0	0	1181746:1290331:1289886:1189462	52.11	0	1	4951425	4951425	0	1	2	2	1	4951425	0	0	0	1	0	1	1	20	20
24-SA02494-0	30x	1	4951425	4951425	4951425	4951425	1	4951425	4951425	1	4951425	4951425	4951425	4951425	1	4951425	4951425	0	0	0	0	0	0	0	0	1181749:1290332:1289885:1189459	52.11	0	1	4951425	4951425	0	1	2	2	1	4951425	0	0	0	1	0	1	1	30	30
24-SA02494-0	40x	1	4951425	4951425	4951425	4951425	1	4951425	4951425	1	4951425	4951425	4951425	4951425	1	4951425	4951425	0	0	0	0	0	0	0	0	1181748:1290332:1289885:1189460	52.11	0	1	4951425	4951425	0	1	2	2	1	4951425	0	0	0	1	0	1	1	40	>30
24-SA02494-0	50x	1	4951422	4951422	4951422	4951422	1	4951422	4951422	1	4951422	4951422	4951422	4951422	1	4951422	4951422	0	0	0	0	0	0	0	0	1181747:1290331:1289885:1189459	52.11	0	1	4951422	4951422	0	1	2	2	1	4951422	0	0	0	1	0	1	1	50	>30
24-SA02494-0	60x	1	4951422	4951422	4951422	4951422	1	4951422	4951422	1	4951422	4951422	4951422	4951422	1	4951422	4951422	0	0	0	0	0	0	0	0	1189458:1289885:1290332:1181747	52.11	0	1	4951422	4951422	0	1	2	2	1	4951422	0	0	0	1	0	1	1	60	>30
24-SA02494-0	70x	1	4951245	4951245	4951245	4951245	1	4951245	4951245	1	4951245	4951245	4951245	4951245	1	4951245	4951245	0	0	0	0	0	0	0	0	1181966:1290235:1289699:1189345	52.11	0	1	4951245	4951245	0	1	2	2	1	4951245	0	0	0	1	0	1	1	70	>30
24-SA02494-0	80x	1	4951423	4951423	4951423	4951423	1	4951423	4951423	1	4951423	4951423	4951423	4951423	1	4951423	4951423	0	0	0	0	0	0	0	0	1189458:1289885:1290332:1181748	52.11	0	1	4951423	4951423	0	1	2	2	1	4951423	0	0	0	1	0	1	1	80	>30
24-SA02494-0	90x	1	4951422	4951422	4951422	4951422	1	4951422	4951422	1	4951422	4951422	4951422	4951422	1	4951422	4951422	0	0	0	0	0	0	0	0	1189458:1289885:1290332:1181747	52.11	0	1	4951422	4951422	0	1	2	2	1	4951422	0	0	0	1	0	1	1	90	>30
24-SA02508-0	100x	2	4668721	2334360.5	4663559	4658408.41	1	4663559	5162	2	4668721	2334360.5	4663559	4658408.41	1	4663559	5162	0	0	0	0	0	0	0	0	1113373:1219798:1222028:1113522	52.3	0	2	4668721	2334360.5	0	2	2	1	1	4663559	2	1	5162	2	0	1	1	100	>30
24-SA02508-0	10x	4	4658200	1164550	2580572	1994475.7	1	2580572	35577	4	4658200	1164550	2580572	1994475.7	1	2580572	35577	0	0	0	0	0	0	0	0	1119276:1253549:1181916:1103459	52.28	0	4	4658200	1164550	0	4	2	0.5	1	4622623	5	1	35577	2	0	0	0	10	10
24-SA02508-0	150x	1	4663558	4663558	4663558	4663558	1	4663558	4663558	1	4663558	4663558	4663558	4663558	1	4663558	4663558	0	0	0	0	0	0	0	0	1112442:1220460:1218645:1112011	52.3	0	1	4663558	4663558	0	1	2	2	1	4663558	0	0	0	1	0	1	1	150	>30
24-SA02508-0	200x	1	4663557	4663557	4663557	4663557	1	4663557	4663557	1	4663557	4663557	4663557	4663557	1	4663557	4663557	0	0	0	0	0	0	0	0	1112442:1220459:1218645:1112011	52.3	0	1	4663557	4663557	0	1	2	2	1	4663557	0	0	0	1	0	1	1	200	>30
24-SA02508-0	20x	5	4674878	934975.6	4659770	4644733.55	1	4659770	620	5	4674878	934975.6	4659770	4644733.55	1	4659770	620	0	0	0	0	0	0	0	0	1114658:1221433:1223662:1115125	52.3	0	5	4674878	934975.6	0	5	2	0.4	1	4659770	8	4	15108	5	0	1	1	20	20
24-SA02508-0	30x	1	4663561	4663561	4663561	4663561	1	4663561	4663561	1	4663561	4663561	4663561	4663561	1	4663561	4663561	0	0	0	0	0	0	0	0	1112010:1218645:1220463:1112443	52.3	0	1	4663561	4663561	0	1	2	2	1	4663561	0	0	0	1	0	1	1	30	30
24-SA02508-0	40x	1	4663559	4663559	4663559	4663559	1	4663559	4663559	1	4663559	4663559	4663559	4663559	1	4663559	4663559	0	0	0	0	0	0	0	0	1112442:1220460:1218645:1112012	52.3	0	1	4663559	4663559	0	1	2	2	1	4663559	0	0	0	1	0	1	1	40	>30
24-SA02508-0	50x	1	4663557	4663557	4663557	4663557	1	4663557	4663557	1	4663557	4663557	4663557	4663557	1	4663557	4663557	0	0	0	0	0	0	0	0	1112011:1218645:1220459:1112442	52.3	0	1	4663557	4663557	0	1	2	2	1	4663557	0	0	0	1	0	1	1	50	>30
24-SA02508-0	60x	1	4663558	4663558	4663558	4663558	1	4663558	4663558	1	4663558	4663558	4663558	4663558	1	4663558	4663558	0	0	0	0	0	0	0	0	1112010:1218644:1220460:1112444	52.3	0	1	4663558	4663558	0	1	2	2	1	4663558	0	0	0	1	0	1	1	60	>30
24-SA02508-0	70x	1	4663562	4663562	4663562	4663562	1	4663562	4663562	1	4663562	4663562	4663562	4663562	1	4663562	4663562	0	0	0	0	0	0	0	0	1112015:1218644:1220460:1112443	52.3	0	1	4663562	4663562	0	1	2	2	1	4663562	0	0	0	1	0	1	1	70	>30
24-SA02508-0	80x	1	4663558	4663558	4663558	4663558	1	4663558	4663558	1	4663558	4663558	4663558	4663558	1	4663558	4663558	0	0	0	0	0	0	0	0	1112443:1220460:1218644:1112011	52.3	0	1	4663558	4663558	0	1	2	2	1	4663558	0	0	0	1	0	1	1	80	>30
24-SA02508-0	90x	1	4663559	4663559	4663559	4663559	1	4663559	4663559	1	4663559	4663559	4663559	4663559	1	4663559	4663559	0	0	0	0	0	0	0	0	1112011:1218644:1220460:1112444	52.3	0	1	4663559	4663559	0	1	2	2	1	4663559	0	0	0	1	0	1	1	90	>30
24-SA02521-0	100x	2	4790722	2395361	4786626	4782537	1	4786626	4096	2	4790722	2395361	4786626	4782537	1	4786626	4096	0	0	0	0	0	0	0	0	1147293:1243696:1244516:1155217	51.94	0	2	4790722	2395361	0	2	3	1.5	2	4786626	0	0	0	2	0	2	2	100	>30
24-SA02521-0	10x	7	4784125	683446.43	823057	1402727.11	2	2227065	4096	7	4784125	683446.43	823057	1402727.11	2	2227065	4096	0	0	0	0	0	0	0	0	1150793:1223791:1259725:1149816	51.91	0	7	4784125	683446.43	0	7	3	0.43	2	3797155	9	3	982874	5	0	1	1	10	10
24-SA02521-0	150x	2	4790720	2395360	4786624	4782535	1	4786624	4096	2	4790720	2395360	4786624	4782535	1	4786624	4096	0	0	0	0	0	0	0	0	1147379:1243527:1244685:1155129	51.94	0	2	4790720	2395360	0	2	3	1.5	2	4786624	0	0	0	2	0	2	2	150	>30
24-SA02521-0	200x	2	4802464	2401232	4786543	4770727.56	1	4786543	15921	2	4802464	2401232	4786543	4770727.56	1	4786543	15921	0	0	0	0	0	0	0	0	1149965:1247076:1247342:1158081	51.94	0	2	4802464	2401232	0	2	3	1.5	2	4786543	0	0	0	2	0	2	2	200	>30
24-SA02521-0	20x	2	4792759	2396379.5	4786628	4780512.69	1	4786628	6131	2	4792759	2396379.5	4786628	4780512.69	1	4786628	6131	0	0	0	0	0	0	0	0	1147646:1244334:1245114:1155665	51.94	0	2	4792759	2396379.5	0	2	2	1	1	4786628	2	1	6131	2	0	1	1	20	20
24-SA02521-0	30x	2	4794823	2397411.5	4786631	4778466.99	1	4786631	8192	2	4794823	2397411.5	4786631	4778466.99	1	4786631	8192	0	0	0	0	0	0	0	0	1148337:1244579:1245906:1156001	51.94	0	2	4794823	2397411.5	0	2	3	1.5	2	4786631	0	0	0	2	0	2	2	30	30
24-SA02521-0	40x	2	4798282	2399141	4786626	4775026.63	1	4786626	11656	2	4798282	2399141	4786626	4775026.63	1	4786626	11656	0	0	0	0	0	0	0	0	1156674:1246974:1245523:1149111	51.95	0	2	4798282	2399141	0	2	3	1.5	2	4786626	0	0	0	2	0	2	2	40	>30
24-SA02521-0	50x	2	4790721	2395360.5	4786625	4782536	1	4786625	4096	2	4790721	2395360.5	4786625	4782536	1	4786625	4096	0	0	0	0	0	0	0	0	1155216:1244516:1243696:1147293	51.94	0	2	4790721	2395360.5	0	2	3	1.5	2	4786625	0	0	0	2	0	2	2	50	>30
24-SA02521-0	60x	4	4800873	1200218.25	4786625	4772437.26	1	4786625	1677	4	4800873	1200218.25	4786625	4772437.26	1	4786625	1677	0	0	0	0	0	0	0	0	1157536:1247216:1246779:1149342	51.95	0	4	4800873	1200218.25	0	4	4	1	2	4786625	4	2	6464	4	0	2	2	60	>30
24-SA02521-0	70x	2	4794818	2397409	4786626	4778461.99	1	4786626	8192	2	4794818	2397409	4786626	4778461.99	1	4786626	8192	0	0	0	0	0	0	0	0	1148335:1244580:1245906:1155997	51.94	0	2	4794818	2397409	0	2	3	1.5	2	4786626	0	0	0	2	0	2	2	70	>30
24-SA02521-0	80x	4	4798895	1199723.75	4786624	4774399.05	1	4786624	1226	4	4798895	1199723.75	4786624	4774399.05	1	4786624	1226	0	0	0	0	0	0	0	0	1156993:1246916:1245758:1149228	51.94	0	4	4798895	1199723.75	0	4	4	1	2	4786624	4	2	4757	4	0	2	2	80	>30
24-SA02521-0	90x	2	4798931	2399465.5	4786625	4774382.11	1	4786625	12306	2	4798931	2399465.5	4786625	4774382.11	1	4786625	12306	0	0	0	0	0	0	0	0	1149288:1245637:1247140:1156866	51.94	0	2	4798931	2399465.5	0	2	3	1.5	2	4786625	0	0	0	2	0	2	2	90	>30
24-SA02538-0	100x	4	5012351	1253087.75	4808182	4616070.25	1	4808182	11240	4	5012351	1253087.75	4808182	4616070.25	1	4808182	11240	0	0	0	0	0	0	0	0	1201000:1304461:1306651:1200239	52.09	0	4	5012351	1253087.75	0	4	5	1.25	4	4808182	0	0	0	4	0	4	4	100	>30
24-SA02538-0	10x	10	5002865	500286.5	1668595	1712966.12	2	2303790	1001	10	5002865	500286.5	1668595	1712966.12	2	2303790	1001	0	0	0	0	0	0	0	0	1199362:1317773:1289443:1196287	52.11	0	10	5002865	500286.5	0	10	6	0.6	4	3972385	11	5	833476	9	0	3	3	10	10
24-SA02538-0	150x	4	5012272	1253068	4808183	4616159.15	1	4808183	10746	4	5012272	1253068	4808183	4616159.15	1	4808183	10746	0	0	0	0	0	0	0	0	1199299:1303590:1307689:1201694	52.1	0	4	5012272	1253068	0	4	5	1.25	4	4808183	0	0	0	4	0	4	4	150	>30
24-SA02538-0	200x	4	5007704	1251926	4808179	4620367.52	1	4808179	5631	4	5007704	1251926	4808179	4620367.52	1	4808179	5631	0	0	0	0	0	0	0	0	1199534:1303663:1305378:1199129	52.1	0	4	5007704	1251926	0	4	5	1.25	4	4808179	0	0	0	4	0	4	4	200	>30
24-SA02538-0	20x	4	5007715	1251928.75	4808190	4620378.49	1	4808190	5631	4	5007715	1251928.75	4808190	4620378.49	1	4808190	5631	0	0	0	0	0	0	0	0	1199136:1305377:1303661:1199541	52.1	0	4	5007715	1251928.75	0	4	6	1.5	4	4808190	0	0	0	4	0	4	4	20	20
24-SA02538-0	30x	4	5013389	1253347.25	4808184	4615158.6	1	4808184	11265	4	5013389	1253347.25	4808184	4615158.6	1	4808184	11265	0	0	0	0	0	0	0	0	1199635:1303126:1308631:1201997	52.1	0	4	5013389	1253347.25	0	4	5	1.25	4	4808184	0	0	0	4	0	4	4	30	30
24-SA02538-0	40x	6	5016845	836140.83	4807799	4611229.35	1	4807799	1895	6	5016845	836140.83	4807799	4611229.35	1	4807799	1895	0	0	0	0	0	0	0	0	1199981:1306388:1306806:1203670	52.09	0	6	5016845	836140.83	0	6	6	1	4	4807799	4	2	4214	6	0	4	4	40	>30
24-SA02538-0	50x	4	5013347	1253336.75	4808183	4615193.53	1	4808183	11270	4	5013347	1253336.75	4808183	4615193.53	1	4808183	11270	0	0	0	0	0	0	0	0	1201030:1304464:1307255:1200598	52.1	0	4	5013347	1253336.75	0	4	5	1.25	4	4808183	0	0	0	4	0	4	4	50	>30
24-SA02538-0	60x	4	5018226	1254556.5	4808182	4610722.27	1	4808182	16416	4	5018226	1254556.5	4808182	4610722.27	1	4808182	16416	0	0	0	0	0	0	0	0	1203240:1309962:1304110:1200914	52.09	0	4	5018226	1254556.5	0	4	5	1.25	4	4808182	0	0	0	4	0	4	4	60	>30
24-SA02538-0	70x	4	5007707	1251926.75	4808182	4620370.51	1	4808182	5631	4	5007707	1251926.75	4808182	4620370.51	1	4808182	5631	0	0	0	0	0	0	0	0	1200523:1307104:1301939:1198141	52.1	0	4	5007707	1251926.75	0	4	6	1.5	4	4808182	0	0	0	4	0	4	4	70	>30
24-SA02538-0	80x	6	5009134	834855.67	4808183	4619056.42	1	4808183	655	6	5009134	834855.67	4808183	4619056.42	1	4808183	655	0	0	0	0	0	0	0	0	1199378:1305774:1303915:1200067	52.1	0	6	5009134	834855.67	0	6	8	1.33	6	4808183	0	0	0	6	0	6	6	80	>30
24-SA02538-0	90x	4	5013090	1253272.5	4807775	4614653.45	1	4807775	11262	4	5013090	1253272.5	4807775	4614653.45	1	4807775	11262	0	0	0	0	0	0	0	0	1202204:1307650:1303362:1199874	52.08	0	4	5013090	1253272.5	0	4	5	1.25	4	4807775	0	0	0	4	0	4	4	90	>30
24-SA02539-0	100x	6	5181022	863503.67	5047015	4917928.91	1	5047015	2996	6	5181022	863503.67	5047015	4917928.91	1	5047015	2996	0	0	0	0	0	0	0	0	1236082:1351736:1351674:1241530	52.18	0	6	5181022	863503.67	0	6	5	0.83	3	5047015	6	3	49045	6	0	3	3	100	>30
24-SA02539-0	10x	13	5280674	406205.69	1996671	1704037.13	2	2158187	790	21	5280674	251460.67	1947294	1615671.97	2	2108810	790	0	0	0	0	0	0	0	0	1254912:1351581:1406418:1267763	52.23	0	13	5083166	391012.77	0	13	10	0.77	2	4997745	12	5	82425	7	0	1	1	10	10
24-SA02539-0	150x	6	5181022	863503.67	5047015	4917928.91	1	5047015	2996	6	5181022	863503.67	5047015	4917928.91	1	5047015	2996	0	0	0	0	0	0	0	0	1235724:1352119:1351287:1241892	52.18	0	6	5181022	863503.67	0	6	5	0.83	3	5047015	6	3	49045	6	0	3	3	150	>30
24-SA02539-0	200x	6	5181498	863583	5047017	4917484.27	1	5047017	2996	6	5181498	863583	5047017	4917484.27	1	5047017	2996	0	0	0	0	0	0	0	0	1236032:1351982:1351652:1241832	52.18	0	6	5181498	863583	0	6	5	0.83	3	5047017	6	3	49519	6	0	3	3	200	>30
24-SA02539-0	20x	7	5138952	734136	5047022	4958048.68	1	5047022	790	7	5138952	734136	5047022	4958048.68	1	5047022	790	0	0	0	0	0	0	0	0	1226479:1340435:1339451:1232587	52.15	0	7	5138952	734136	0	7	5	0.71	3	5047022	8	4	6968	7	0	3	3	20	20
24-SA02539-0	30x	9	5211413	579045.89	4524125	3991382.97	1	4524125	791	13	5211413	400877.92	4476021	3898659.14	1	4476021	791	0	0	0	0	0	0	0	0	1243232:1360142:1358165:1249874	52.16	0	9	5115205	568356.11	0	9	7	0.78	3	5022682	8	4	7560	7	2	2	2	30	30
24-SA02539-0	40x	6	5181023	863503.83	5047015	4917927.99	1	5047015	2996	6	5181023	863503.83	5047015	4917927.99	1	5047015	2996	0	0	0	0	0	0	0	0	1242777:1350109:1353301:1234836	52.18	0	6	5181023	863503.83	0	6	5	0.83	3	5047015	6	3	49045	6	0	3	3	40	>30
24-SA02539-0	50x	8	5188181	648522.63	5047017	4911168.18	1	5047017	2996	8	5188181	648522.63	5047017	4911168.18	1	5047017	2996	0	0	0	0	0	0	0	0	1239052:1353225:1352345:1243559	52.15	0	8	5188181	648522.63	0	8	6	0.75	3	5047017	10	5	55659	8	0	3	3	50	>30
24-SA02539-0	60x	6	5181024	863504	5047017	4917930.91	1	5047017	2996	6	5181024	863504	5047017	4917930.91	1	5047017	2996	0	0	0	0	0	0	0	0	1236082:1351735:1351675:1241532	52.18	0	6	5181024	863504	0	6	5	0.83	3	5047017	6	3	49045	6	0	3	3	60	>30
24-SA02539-0	70x	6	5181023	863503.83	5047016	4917929.91	1	5047016	2996	6	5181023	863503.83	5047016	4917929.91	1	5047016	2996	0	0	0	0	0	0	0	0	1236082:1351734:1351674:1241533	52.18	0	6	5181023	863503.83	0	6	5	0.83	3	5047016	6	3	49045	6	0	3	3	70	>30
24-SA02539-0	80x	6	5181497	863582.83	5047016	4917483.27	1	5047016	2996	6	5181497	863582.83	5047016	4917483.27	1	5047016	2996	0	0	0	0	0	0	0	0	1242365:1350739:1352894:1235499	52.18	0	6	5181497	863582.83	0	6	5	0.83	3	5047016	6	3	49519	6	0	3	3	80	>30
24-SA02539-0	90x	9	5210349	578927.67	4675913	4231230.04	1	4675913	790	13	5210349	400796.08	4626787	4136564.32	1	4626787	790	0	0	0	0	0	0	0	0	1240809:1362174:1357538:1249828	52.2	0	9	5112097	568010.78	0	9	7	0.78	3	5020167	8	4	6968	7	2	2	2	90	>30
24-SA02577-0	100x	3	4746714	1582238	4680123	4615219.78	1	4680123	7220	3	4746714	1582238	4680123	4615219.78	1	4680123	7220	0	0	0	0	0	0	0	0	1136617:1239713:1236213:1134171	52.16	0	3	4746714	1582238	0	3	5	1.67	3	4680123	0	0	0	3	0	3	3	100	>30
24-SA02577-0	10x	16	4748497	296781.06	964801	1254426.61	2	1992911	572	16	4748497	296781.06	964801	1254426.61	2	1992911	572	0	0	0	0	0	0	0	0	1135787:1232073:1243730:1136907	52.14	0	16	4748497	296781.06	0	16	3	0.19	2	2351448	27	12	2393439	14	0	1	1	10	10
24-SA02577-0	150x	3	4743102	1581034	4680121	4618722.2	1	4680121	3610	3	4743102	1581034	4680121	4618722.2	1	4680121	3610	0	0	0	0	0	0	0	0	1132947:1235170:1239196:1135789	52.17	0	3	4743102	1581034	0	3	5	1.67	3	4680121	0	0	0	3	0	3	3	150	>30
24-SA02577-0	200x	3	4743101	1581033.67	4680120	4618721.2	1	4680120	3610	3	4743101	1581033.67	4680120	4618721.2	1	4680120	3610	0	0	0	0	0	0	0	0	1132946:1235170:1239196:1135789	52.17	0	3	4743101	1581033.67	0	3	5	1.67	3	4680120	0	0	0	3	0	3	3	200	>30
24-SA02577-0	20x	3	4771716	1590572	4705795	4641532.42	1	4705795	6549	3	4771716	1590572	4705795	4641532.42	1	4705795	6549	0	0	0	0	0	0	0	0	1141025:1241095:1245272:1144324	52.11	0	3	4771716	1590572	0	3	3	1	2	59372	2	1	4705795	3	0	2	2	20	20
24-SA02577-0	30x	3	4745853	1581951	4680127	4616062.49	1	4680127	6355	3	4745853	1581951	4680127	4616062.49	1	4680127	6355	0	0	0	0	0	0	0	0	1133855:1236254:1239328:1136416	52.16	0	3	4745853	1581951	0	3	5	1.67	3	4680127	0	0	0	3	0	3	3	30	30
24-SA02577-0	40x	3	4746570	1582190	4679980	4615077.8	1	4679980	7219	3	4746570	1582190	4679980	4615077.8	1	4679980	7219	0	0	0	0	0	0	0	0	1136652:1239560:1236095:1134263	52.16	0	3	4746570	1582190	0	3	5	1.67	3	4679980	0	0	0	3	0	3	3	40	>30
24-SA02577-0	50x	3	4743085	1581028.33	4680120	4618736.78	1	4680120	3593	3	4743085	1581028.33	4680120	4618736.78	1	4680120	3593	0	0	0	0	0	0	0	0	1135688:1238775:1235585:1133037	52.17	0	3	4743085	1581028.33	0	3	4	1.33	2	4680120	2	1	3593	3	0	2	2	50	>30
24-SA02577-0	60x	3	4746710	1582236.67	4680119	4615215.78	1	4680119	7220	3	4746710	1582236.67	4680119	4615215.78	1	4680119	7220	0	0	0	0	0	0	0	0	1136913:1239821:1236104:1133872	52.16	0	3	4746710	1582236.67	0	3	5	1.67	3	4680119	0	0	0	3	0	3	3	60	>30
24-SA02577-0	70x	3	4746714	1582238	4680122	4615217.81	1	4680122	7221	3	4746714	1582238	4680122	4615217.81	1	4680122	7221	0	0	0	0	0	0	0	0	1136616:1239713:1236214:1134171	52.16	0	3	4746714	1582238	0	3	5	1.67	3	4680122	0	0	0	3	0	3	3	70	>30
24-SA02577-0	80x	3	4743102	1581034	4680121	4618722.2	1	4680121	3610	3	4743102	1581034	4680121	4618722.2	1	4680121	3610	0	0	0	0	0	0	0	0	1133044:1235589:1238777:1135692	52.17	0	3	4743102	1581034	0	3	6	2	3	4680121	0	0	0	3	0	3	3	80	>30
24-SA02577-0	90x	3	4749627	1583209	4680121	4612395.92	1	4680121	10135	3	4749627	1583209	4680121	4612395.92	1	4680121	10135	0	0	0	0	0	0	0	0	1137742:1240773:1236438:1134674	52.16	0	3	4749627	1583209	0	3	5	1.67	3	4680121	0	0	0	3	0	3	3	90	>30
24-SA02580-0	100x	2	4912541	2456270.5	4887589	4862890.47	1	4887589	24952	2	4912541	2456270.5	4887589	4862890.47	1	4887589	24952	0	0	0	0	0	0	0	0	1174063:1278013:1281275:1179190	52.1	0	2	4912541	2456270.5	0	2	3	1.5	2	4887589	0	0	0	2	0	2	2	100	>30
24-SA02580-0	10x	10	4880653	488065.3	1451615	1261205.97	2	1705610	626	10	4880653	488065.3	1451615	1261205.97	2	1705610	626	0	0	0	0	0	0	0	0	1165389:1253089:1290166:1172009	52.11	0	10	4880653	488065.3	0	10	4	0.4	2	3333702	15	6	1540714	8	0	1	1	10	10
24-SA02580-0	150x	2	4918674	2459337	4887587	4856892.95	1	4887587	31087	2	4918674	2459337	4887587	4856892.95	1	4887587	31087	0	0	0	0	0	0	0	0	1175612:1281095:1281241:1180726	52.09	0	2	4918674	2459337	0	2	3	1.5	2	4887587	0	0	0	2	0	2	2	150	>30
24-SA02580-0	20x	2	4900095	2450047.5	4887603	4875174.69	1	4887603	12492	2	4900095	2450047.5	4887603	4875174.69	1	4887603	12492	0	0	0	0	0	0	0	0	1170945:1275240:1277823:1176087	52.1	0	2	4900095	2450047.5	0	2	3	1.5	2	4887603	0	0	0	2	0	2	2	20	20
24-SA02580-0	30x	2	4911168	2455584	4887591	4864240.37	1	4887591	23577	2	4911168	2455584	4887591	4864240.37	1	4887591	23577	0	0	0	0	0	0	0	0	1178646:1280965:1277869:1173688	52.1	0	2	4911168	2455584	0	2	3	1.5	2	4887591	0	0	0	2	0	2	2	30	30
24-SA02580-0	40x	2	4900061	2450030.5	4887587	4875176.51	1	4887587	12474	2	4900061	2450030.5	4887587	4875176.51	1	4887587	12474	0	0	0	0	0	0	0	0	1176097:1277117:1275918:1170929	52.1	0	2	4900061	2450030.5	0	2	3	1.5	2	4887587	0	0	0	2	0	2	2	40	>30
24-SA02580-0	50x	2	4899909	2449954.5	4887435	4875024.51	1	4887435	12474	2	4899909	2449954.5	4887435	4875024.51	1	4887435	12474	0	0	0	0	0	0	0	0	1176056:1277587:1275071:1171195	52.1	0	2	4899909	2449954.5	0	2	3	1.5	2	4887435	0	0	0	2	0	2	2	50	>30
24-SA02580-0	60x	2	4893827	2446913.5	4887590	4881368.9	1	4887590	6237	2	4893827	2446913.5	4887590	4881368.9	1	4887590	6237	0	0	0	0	0	0	0	0	1169385:1273841:1276072:1174529	52.1	0	2	4893827	2446913.5	0	2	4	2	2	4887590	0	0	0	2	0	2	2	60	>30
24-SA02580-0	70x	4	4895124	1223781	4887591	4880075.12	1	4887591	614	4	4895124	1223781	4887591	4880075.12	1	4887591	614	0	0	0	0	0	0	0	0	1174906:1276426:1274080:1169712	52.1	0	4	4895124	1223781	0	4	4	1	2	4887591	4	2	2900	4	0	2	2	70	>30
24-SA02580-0	80x	2	4900062	2450031	4887588	4875177.51	1	4887588	12474	2	4900062	2450031	4887588	4875177.51	1	4887588	12474	0	0	0	0	0	0	0	0	1170945:1275228:1277808:1176081	52.1	0	2	4900062	2450031	0	2	3	1.5	2	4887588	0	0	0	2	0	2	2	80	>30
24-SA02580-0	90x	2	4912112	2456056	4887589	4863310.85	1	4887589	24523	2	4912112	2456056	4887589	4863310.85	1	4887589	24523	0	0	0	0	0	0	0	0	1173921:1279303:1279822:1179066	52.1	0	2	4912112	2456056	0	2	3	1.5	2	4887589	0	0	0	2	0	2	2	90	>30
24-SA02581-0	100x	1	4763632	4763632	4763632	4763632	1	4763632	4763632	1	4763632	4763632	4763632	4763632	1	4763632	4763632	0	0	0	0	0	0	0	0	1137318:1246160:1242103:1138051	52.23	0	1	4763632	4763632	0	1	2	2	1	4763632	0	0	0	1	0	1	1	100	>30
24-SA02581-0	10x	15	4760338	317355.87	772832	725342.56	3	1066174	1951	15	4760338	317355.87	772832	725342.56	3	1066174	1951	0	0	0	0	0	0	0	0	1138081:1245032:1239806:1137419	52.2	0	15	4760338	317355.87	0	15	4	0.27	1	2592187	24	10	2168151	11	0	0	0	10	10
24-SA02581-0	150x	1	4763633	4763633	4763633	4763633	1	4763633	4763633	1	4763633	4763633	4763633	4763633	1	4763633	4763633	0	0	0	0	0	0	0	0	1138050:1242103:1246160:1137320	52.23	0	1	4763633	4763633	0	1	2	2	1	4763633	0	0	0	1	0	1	1	150	>30
24-SA02581-0	200x	1	4763633	4763633	4763633	4763633	1	4763633	4763633	1	4763633	4763633	4763633	4763633	1	4763633	4763633	0	0	0	0	0	0	0	0	1137319:1246160:1242103:1138051	52.23	0	1	4763633	4763633	0	1	2	2	1	4763633	0	0	0	1	0	1	1	200	>30
24-SA02581-0	20x	1	4763657	4763657	4763657	4763657	1	4763657	4763657	1	4763657	4763657	4763657	4763657	1	4763657	4763657	0	0	0	0	0	0	0	0	1137321:1246169:1242108:1138059	52.23	0	1	4763657	4763657	0	1	2	2	1	4763657	0	0	0	1	0	1	1	20	20
24-SA02581-0	30x	1	4763633	4763633	4763633	4763633	1	4763633	4763633	1	4763633	4763633	4763633	4763633	1	4763633	4763633	0	0	0	0	0	0	0	0	1138051:1242103:1246160:1137319	52.23	0	1	4763633	4763633	0	1	2	2	1	4763633	0	0	0	1	0	1	1	30	30
24-SA02581-0	40x	1	4763634	4763634	4763634	4763634	1	4763634	4763634	1	4763634	4763634	4763634	4763634	1	4763634	4763634	0	0	0	0	0	0	0	0	1138053:1242103:1246158:1137320	52.23	0	1	4763634	4763634	0	1	2	2	1	4763634	0	0	0	1	0	1	1	40	>30
24-SA02581-0	50x	1	4763634	4763634	4763634	4763634	1	4763634	4763634	1	4763634	4763634	4763634	4763634	1	4763634	4763634	0	0	0	0	0	0	0	0	1137319:1246160:1242104:1138051	52.23	0	1	4763634	4763634	0	1	2	2	1	4763634	0	0	0	1	0	1	1	50	>30
